Maker,Model,Adv_year,Adv_month,Color,Reg_year,Bodytype,Runned_Miles,Engin_size,Gearbox,Fuel_type,Price,Seat_num,Door_num,issue,issue_id,Adv_day,breakdown_date,repair_complexity,repair_cost,repair_hours,Claim,category_anomaly,repair_date
Fiat,500X,2018,6,Bronze,2015,SUV,24856,1.6L,Manual,Diesel,10328,5,5,Starter Motor Issue,0,19,6/19/18,1,163.28,3,0,0,6/19/18
Citroen,C4 Cactus,2018,5,Blue,2017,Hatchback,100,1.6L,Manual,Diesel,12998,5,5,Brake Pads Worn,0,14,5/14/18,2,86.499,4,0,0,5/15/18
Ford,Focus,2018,4,Gelb,2010,Hatchback,70151,2.5L,Manual,Petrol,8998,5,3,Electrical Issue,1,5,4/5/18,1,48.998,2,1,1,4/5/18
Ford,Focus,2018,2,Silver,2017,Hatchback,4666,1.0L,Automatic,Petrol,12995,5,5,Steering Wheel Shaking,0,10,2/10/18,1,32.995,1,0,0,2/10/18
Ford,Fiesta,2018,4,Bronze,2017,Hatchback,4006,1.0L,Manual,Petrol,12499,5,5,Electrical Issue,2,3,4/3/18,1,34.998,0.5,0,0,4/3/18
Dacia,Sandero Stepway,2018,7,Grey,2018,Hatchback,20,0.9L,Manual,Petrol,9717,5,5,Warning Light,0,15,7/15/18,1,277.17,9,0,0,7/17/18
Ford,S-Max,2018,8,Black,2008,MPV,149000,2.2L,Manual,Diesel,3290,7,5,Transmission Issue,2,25,8/25/18,1,83.03,3,0,0,8/25/18
Ford,Focus,2018,5,Gelb,2006,Hatchback,71000,2.5L,Manual,Petrol,6690,5,3,Windscreen Crack,0,9,5/9/18,1,24.014,1,1,1,5/9/18
Ford,Focus C-Max,2018,5,Blue,2004,MPV,94000,1.6L,Manual,Diesel,695,5,5,Steering Wheel Shaking,0,20,5/20/18,1,20.695,1,0,0,5/20/18
Citroen,Grand C4 Picasso,2018,8,Blue,2015,MPV,36500,1.6L,Manual,Diesel,10899,7,5,Warning Light,0,20,8/20/18,2,468.99,18,0,0,8/24/18
Fiat,500,2018,8,Green,2014,Hatchback,25600,1.2L,Manual,Petrol,5550,4,3,Gear Box Issue,0,13,8/13/18,1,95.5,2,0,0,8/13/18
Fiat,500C,2021,5,Pink,2019,Convertible,7000,1.2L,Manual,Petrol,12400,4,2,Starter Motor Issue,0,6,5/6/21,1,184,3,0,0,5/6/21
Honda,HR-V,2018,7,Grey,2016,SUV,3750,1.5L,Automatic,Petrol,18250,5,5,Warning Light,0,3,7/3/18,1,362.5,9,0,0,7/5/18
Ford,Mondeo,2018,5,White,2017,Hatchback,19456,1.5L,Manual,Diesel,14341,5,5,Engine Issue,1,5,5/5/18,1,3028.2,8,0,0,5/7/18
Citroen,C3 Picasso,2018,7,Grey,2010,MPV,28986,1.4L,Manual,Petrol,4495,5,5,Engine Issue,3,5,7/5/18,2,929.5,24,0,0,7/11/18
Ford,Focus,2018,7,Silver,2011,Hatchback,84603,1.6L,Manual,Diesel,5180,5,5,Excessive Emissions,0,10,7/10/18,1,24.662,1,0,0,7/10/18
Citroen,C3 Picasso,2018,5,Silver,2011,MPV,58500,1.6L,Manual,Diesel,5000,5,5,Alternator Failing,0,9,5/9/18,2,180,4,0,0,5/10/18
Dacia,Sandero Stepway,2018,4,Gelb,2014,Hatchback,31905,1.5L,Manual,Diesel,6500,5,5,Warning Light,0,25,4/25/18,1,245,9,1,1,4/27/18
Ford,Fiesta,2018,6,Silver,2008,Hatchback,88000,1.4L,Manual,Petrol,2595,5,5,Electrical Issue,1,13,6/13/18,1,42.595,2,0,0,6/13/18
Citroen,DS3,2018,8,Gelb,2015,Hatchback,14900,1.6L,Manual,Petrol,8270,5,3,Brake Pads Worn,0,12,8/12/18,2,84.135,4,1,1,8/13/18
Ford,Kuga,2018,3,Blue,2016,SUV,25391,2.0L,Automatic,Diesel,13298,5,5,Alternator Failing,0,12,3/12/18,1,305.96,2,0,0,3/12/18
Ford,S-Max,2018,6,Silver,2012,MPV,35000,2.0L,Automatic,Diesel,14000,7,5,Flat Tyres,0,19,6/19/18,1,24.2,1,0,0,6/19/18
Ford,Focus,2018,7,Blue,2017,Hatchback,16821,1.5L,Manual,Diesel,13290,5,5,Sensor Malfunction,0,24,7/24/18,1,724.5,3,0,0,7/24/18
Ford,Ranger,2018,4,Silver,2015,Pickup,58086,2.2L,Manual,Diesel,18540,5,4,Alternator Failing,0,25,4/25/18,1,410.8,2,0,0,4/25/18
Ford,Focus,2018,6,Blue,2015,Hatchback,39674,1.6L,Manual,Diesel,9000,5,5,Starter Motor Issue,0,19,6/19/18,1,150,3,0,0,6/19/18
Honda,Civic,2018,5,Black,2005,Hatchback,104000,2.0L,Manual,Petrol,3495,4,3,Brake Pads Worn,0,8,5/8/18,1,41.7475,2,0,0,5/8/18
Chrysler,300C,2018,2,Silver,2007,Saloon,103000,3.0L,Automatic,Diesel,4480,5,4,Radiator Leaking,0,17,2/17/18,3,209.6,6,0,0,2/18/18
Citroen,C3,2018,3,Silver,2004,Hatchback,101000,1.1L,Manual,Petrol,700,5,5,Gear Box Issue,0,23,3/23/18,2,87,4,0,0,3/24/18
Citroen,C2,2018,6,Yellow,2004,Hatchback,77000,1.4L,Automatic,Petrol,1290,4,3,Flat Tyres,0,2,6/2/18,2,40.387,2,0,0,6/2/18
Citroen,C8,2018,5,Silver,2003,MPV,131000,2.0L,Manual,Diesel,1050,5,5,Warning Light,0,23,5/23/18,2,370.5,18,0,0,5/27/18
Bentley,Continental,2018,8,Black,2015,Coupe,11000,4.0L,Automatic,Petrol,86990,4,2,Alternator Failing,0,12,8/12/18,3,1859.8,6,0,0,8/13/18
Dodge,Challenger,2017,7,Black,2010,Coupe,33372,6.1L,Automatic,Petrol,32990,4,0,Warning Light,0,6,7/6/17,4,1049.9,36,1,0,7/15/17
Ford,Fiesta,2018,8,Red,2008,Hatchback,73000,1.6L,Automatic,Petrol,2230,5,5,Gear Box Issue,0,8,8/8/18,1,62.3,2,0,0,8/8/18
Hyundai,i30,2018,7,White,2016,Estate,44620,1.6L,Manual,Diesel,8295,5,5,Flat Tyres,0,9,7/9/18,1,22.4885,1,0,0,7/9/18
Ford,Mondeo,2018,5,Silver,2009,Hatchback,98499,2.0L,Manual,Petrol,3300,5,5,Transmission Issue,2,14,5/14/18,1,83.1,3,0,0,5/14/18
Ford,Ka,2018,6,Blue,2014,Hatchback,8800,1.2L,Manual,Petrol,5900,4,3,Brake Pads Worn,0,5,6/5/18,1,42.95,2,0,0,6/5/18
Ford,Mondeo,2018,8,Red,2002,Estate,130213,2.0L,Manual,Diesel,599,5,5,Engine Issue,2,17,8/17/18,1,409.85,16,0,0,8/21/18
Ford,Focus,2018,2,Gelb,2009,Hatchback,84948,1.6L,Manual,Petrol,1600,5,5,Alternator Failing,0,8,2/8/18,1,72,2,1,1,2/8/18
Ford,EcoSport,2021,5,Blue,2019,SUV,22803,1.0L,Automatic,Petrol,14450,5,5,Transmission Issue,3,26,5/26/21,1,1718.782051,8,1,0,5/28/21
Ford,Mondeo,2018,5,Black,2013,Hatchback,42560,2.0L,Manual,Diesel,7995,5,5,Sensor Malfunction,0,10,5/10/18,1,459.75,3,0,0,5/10/18
Honda,Jazz,2018,6,Blue,2006,Hatchback,86000,1.4L,Automatic,Petrol,2200,5,5,Engine Issue,1,19,6/19/18,1,600,8,0,0,6/21/18
Citroen,Dispatch,2017,9,Grey,2014,MPV,8000,2.0L,Manual,Diesel,12490,5,5,Windscreen Crack,0,7,9/7/17,2,164.4347836,2,1,0,9/7/17
Ford,Focus,2018,6,Orange,2016,Hatchback,11989,2.0L,Manual,Petrol,18999,5,5,Gear Box Issue,0,9,6/9/18,1,229.99,2,0,0,6/9/18
Citroen,C1,2018,4,Grey,2007,Hatchback,86000,1.0L,Manual,Petrol,1990,4,3,Tyre Alignment,0,12,4/12/18,2,20.199,1,0,0,4/12/18
Fiat,500,2018,3,Blue,2015,Hatchback,20639,1.2L,Manual,Petrol,6400,4,3,Starter Motor Issue,0,14,3/14/18,1,124,3,0,0,3/14/18
Ford,Kuga,2018,5,Blue,2010,SUV,123843,2.0L,Manual,Diesel,5200,5,5,Starter Motor Issue,0,21,5/21/18,1,112,3,0,0,5/21/18
Fiat,Tipo,2018,6,Silver,2018,Hatchback,25,1.3L,Manual,Diesel,12800,5,5,Alternator Failing,0,3,6/3/18,1,296,2,0,0,6/3/18
Ford,Ka,2018,6,Red,2008,Hatchback,60555,1.3L,Manual,Petrol,1350,5,3,Steering Wheel Shaking,0,4,6/4/18,1,21.35,1,0,0,6/4/18
Ford,Streetka,2018,5,Black,2004,Convertible,65500,1.6L,Manual,Petrol,1195,2,2,Brake Pads Worn,0,25,5/25/18,1,40.5975,2,0,0,5/25/18
Ford,Focus,2018,7,Silver,2004,Hatchback,70000,1.6L,Manual,Petrol,595,5,5,Electrical Issue,3,22,7/22/18,1,22.975,1,0,0,7/22/18
Fiat,500C,2018,4,Gelb,2014,Convertible,11751,1.2L,Manual,Petrol,7480,4,2,Starter Motor Issue,0,13,4/13/18,1,134.8,3,1,1,4/13/18
Honda,CR-V,2018,7,Brown,2016,SUV,7500,2.0L,Manual,Petrol,19890,5,5,Gear Box Issue,0,14,7/14/18,1,1002.951096,806.654744,1,0,8/4/18
Ford,Mondeo,2018,7,Red,2017,Hatchback,8831,2.0L,Automatic,Petrol,22470,5,5,Starter Motor Issue,0,17,7/17/18,1,284.7,3,0,0,7/17/18
Ford,Fiesta,2018,9,Green,2008,Hatchback,80000,1.4L,Manual,Petrol,4490,5,5,Starter Motor Issue,0,9,9/9/18,1,104.9,3,0,0,9/9/18
Citroen,DS4,2018,7,Black,2014,Hatchback,19000,1.6L,Automatic,Diesel,8990,5,5,Flat Tyres,0,16,7/16/18,2,42.697,2,0,0,7/16/18
Bentley,Mulsanne,2017,7,Black,2016,Saloon,3000,6.75L,Automatic,Petrol,114000,5,4,Electrical Issue,2,28,7/28/17,3,1309.921677,997.2289851,1,0,8/6/17
Fiat,Grande Punto,2017,12,Grey,2007,Hatchback,74000,1.2L,Manual,Petrol,1500,5,5,Starter Motor Issue,0,5,12/5/17,1,75,3,0,0,12/5/17
Citroen,C2,2018,8,Blue,2005,Hatchback,85000,1.6L,Manual,Petrol,1495,4,3,Gear Box Issue,0,17,8/17/18,2,94.95,4,0,0,8/18/18
Ford,Focus,2018,6,Black,2006,Hatchback,138000,1.6L,Manual,Petrol,1500,5,5,Transmission Issue,1,4,6/4/18,1,84.5,4,0,0,6/5/18
Ford,Focus,2018,5,Grey,2017,Hatchback,7533,1.0L,Automatic,Petrol,14495,5,5,Starter Motor Issue,0,12,5/12/18,1,204.95,3,0,0,5/12/18
Ford,S-Max,2017,8,White,2013,MPV,26000,2.0L,Automatic,Diesel,12795,7,5,Engine Issue,3,4,8/4/17,1,1519.5,12,0,0,8/7/17
Ford,Focus,2018,7,Red,2004,Hatchback,100000,1.6L,Manual,Petrol,1250,5,5,Flat Tyres,0,14,7/14/18,1,20.375,1,0,0,7/14/18
Ford,Ka,2018,7,White,2011,Hatchback,34527,1.2L,Manual,Petrol,4290,4,3,Brake Pads Worn,0,18,7/18/18,1,42.145,2,0,0,7/18/18
Ford,Kuga,2021,6,Grey,2019,SUV,8799,1.5L,Manual,Petrol,19416,5,5,Flat Tyres,0,18,6/18/21,1,25.8248,1,0,0,6/18/21
Ford,Fiesta,2018,7,Blue,2017,Hatchback,3200,1.0L,Manual,Petrol,13750,5,5,Engine Issue,4,14,7/14/18,1,887.5,10,0,0,7/16/18
Ford,Mondeo,2018,8,Black,2010,Hatchback,63000,2.0L,Automatic,Diesel,5977,5,5,Tyre Alignment,0,10,8/10/18,1,10.5977,0.5,0,0,8/10/18
Honda,Civic,2018,3,Brown,2013,Hatchback,55863,1.8L,Manual,Petrol,6995,5,5,Alternator Failing,0,4,3/4/18,1,179.9,2,0,0,3/4/18
Ford,Ka,2018,8,Grey,2015,Hatchback,9408,1.2L,Manual,Petrol,6991,4,3,Excessive Emissions,0,23,8/23/18,1,26.2919,1,0,0,8/23/18
Ford,Grand C-Max,2018,4,Silver,2015,MPV,40708,1.6L,Manual,Diesel,9740,7,5,Warning Light,0,4,4/4/18,1,1035.333603,1039.771815,1,0,4/23/18
Honda,CR-V,2018,1,Silver,2011,SUV,49950,2.0L,Manual,Petrol,9490,5,5,Gear Box Issue,0,24,1/24/18,1,134.9,2,0,0,1/24/18
Dacia,Duster,2018,8,Grey,2017,SUV,18295,1.5L,Manual,Diesel,12190,5,5,Electrical Issue,2,26,8/26/18,1,34.38,0.5,0,0,8/26/18
Citroen,Grand C4 Picasso,2018,2,White,2014,MPV,30936,2.0L,Automatic,Diesel,13000,7,5,Alternator Failing,0,16,2/16/18,2,340,4,0,0,2/17/18
Citroen,C4 Cactus,2018,5,Silver,2016,Hatchback,32361,1.6L,Manual,Diesel,9780,5,5,Engine Issue,1,7,5/7/18,2,2276,16,0,0,5/11/18
Abarth,595,2018,8,Blue,2015,Hatchback,10209,1.4L,Manual,Petrol,10390,4,3,Windscreen Crack,0,27,8/27/18,2,46.234,2,0,0,8/27/18
Dodge,Caliber,2018,7,Black,2008,Hatchback,67000,2.0L,Automatic,Petrol,2490,5,5,Gear Box Issue,0,13,7/13/18,4,184.9,8,0,0,7/15/18
Ford,Kuga,2018,5,Gold,2015,SUV,18118,1.5L,Automatic,Petrol,17299,5,5,Electrical Issue,2,12,5/12/18,1,228.0707805,0.5,1,0,5/12/18
Ford,Ranger,2018,8,Silver,2009,Pickup,159000,2.5L,Manual,Diesel,5494,4,4,Flat Tyres,0,27,8/27/18,1,21.6482,1,0,0,8/27/18
Ford,Mondeo,2018,8,Grey,2005,Hatchback,96819,2.0L,Manual,Diesel,1470,5,5,Excessive Emissions,0,15,8/15/18,1,21.323,1,0,0,8/15/18
Fiat,500,2018,7,Gelb,2014,Hatchback,27039,1.2L,Manual,Petrol,5996,4,3,Alternator Failing,0,10,7/10/18,1,761.458318,581.3418166,1,1,8/4/18
Citroen,Grand C4 Picasso,2018,3,Black,2015,MPV,13444,1.6L,Manual,Diesel,13397,7,5,Steering Wheel Shaking,0,15,3/15/18,2,53.397,2,0,0,3/15/18
Honda,CR-V,2018,8,Silver,2002,SUV,98000,2.0L,Manual,Petrol,1999,5,5,Windscreen Crack,0,9,8/9/18,1,21.1994,1,0,0,8/9/18
Honda,HR-V,2018,7,Black,2016,SUV,64100,1.5L,Automatic,Petrol,15500,5,5,Tyre Alignment,0,19,7/19/18,1,11.55,0.5,0,0,7/19/18
Ford,Focus,2018,5,Gelb,2015,Estate,28374,1.6L,Automatic,Petrol,9000,5,5,Windscreen Crack,0,13,5/13/18,1,25.4,1,1,1,5/13/18
Ford,Fiesta,2018,5,Purple,2008,Hatchback,79000,1.4L,Manual,Diesel,2295,5,5,Alternator Failing,0,22,5/22/18,1,85.9,2,0,0,5/22/18
Citroen,C3,2018,7,White,2017,Hatchback,9225,1.2L,Manual,Petrol,9800,5,5,Alternator Failing,0,5,7/5/18,2,276,4,0,0,7/6/18
Citroen,C3 Aircross,2018,5,Blue,2018,SUV,10,1.2L,Manual,Petrol,13998,5,5,Starter Motor Issue,0,12,5/12/18,2,259.98,6,0,0,5/13/18
Fiat,Grande Punto,2018,6,Black,2009,Hatchback,89000,1.4L,Manual,Petrol,1500,5,5,Excessive Emissions,0,1,6/1/18,1,21.35,1,0,0,6/1/18
Bentley,Flying Spur,2018,3,Gelb,2014,Saloon,23077,6.0L,Automatic,Petrol,74000,5,4,Radiator Leaking,0,6,3/6/18,3,5539.738574,6,1,1,3/7/18
Ford,B-Max,2018,3,Gelb,2013,MPV,33332,1.4L,Manual,Petrol,6998,5,5,Radiator Leaking,0,1,3/1/18,1,179.96,2,1,1,3/1/18
Ford,Focus,2018,6,Yellow,2011,Hatchback,64000,1.6L,Manual,Petrol,5895,5,5,Windscreen Crack,0,9,6/9/18,1,133.1601445,71.90636804,1,0,6/26/18
Ford,B-Max,2018,8,White,2012,MPV,30513,1.6L,Automatic,Petrol,6499,5,5,Warning Light,0,25,8/25/18,1,244.99,9,0,0,8/27/18
Honda,Accord,2018,3,Silver,2004,Estate,136400,2.0L,Manual,Petrol,995,5,5,Warning Light,0,26,3/26/18,1,189.95,9,0,0,3/28/18
Ford,Focus,2018,6,Brown,2011,Estate,72250,1.6L,Manual,Diesel,6250,5,5,Flat Tyres,0,4,6/4/18,1,21.875,1,0,0,6/4/18
Citroen,C3 Picasso,2018,8,Beige,2009,MPV,80000,1.4L,Manual,Petrol,2995,5,5,Sensor Malfunction,0,17,8/17/18,2,269.75,6,0,0,8/18/18
Ford,Mondeo,2018,5,Black,2011,Hatchback,20000,2.0L,Automatic,Diesel,9490,5,5,Transmission Issue,2,8,5/8/18,1,126.43,3,0,0,5/8/18
Ford,B-Max,2018,7,Gelb,2017,MPV,3250,1.5L,Manual,Diesel,12000,5,5,Steering Wheel Shaking,0,9,7/9/18,1,32,1,1,1,7/9/18
Ford,Kuga,2018,3,Grey,2014,SUV,35322,2.0L,Manual,Diesel,11990,5,5,Brake Pads Worn,0,13,3/13/18,1,45.995,2,0,0,3/13/18
Citroen,DS3,2018,5,White,2012,Hatchback,53000,1.6L,Manual,Diesel,6995,4,3,Tyre Alignment,0,23,5/23/18,2,20.6995,1,0,0,5/23/18
Citroen,Berlingo Multispace,2018,4,Silver,2015,MPV,35923,1.6L,Automatic,Diesel,9399,5,5,Steering Wheel Shaking,0,19,4/19/18,2,49.399,2,0,0,4/19/18
Citroen,C3 Picasso,2017,7,Beige,2009,MPV,23557,1.6L,Manual,Diesel,4495,5,5,Gear Box Issue,0,17,7/17/17,2,124.95,4,0,0,7/18/17
Citroen,C4,2018,4,Blue,2013,Hatchback,34369,1.6L,Manual,Diesel,6199,5,0,Warning Light,0,1,4/1/18,2,421.99,18,1,0,4/5/18
Ford,S-Max,2018,7,White,2017,MPV,31048,2.0L,Automatic,Diesel,20358,7,5,Sensor Malfunction,0,5,7/5/18,1,1077.9,3,0,0,7/5/18
Ford,EcoSport,2018,8,Black,2017,Hatchback,19607,1.0L,Manual,Petrol,10487,5,5,Gear Box Issue,0,21,8/21/18,1,144.87,2,0,0,8/21/18
Ford,Fiesta,2018,8,Yellow,2015,Hatchback,28450,1.0L,Automatic,Petrol,9246,5,5,Tyre Alignment,0,27,8/27/18,1,10.9246,0.5,0,0,8/27/18
Ford,Fiesta,2018,8,Black,2006,Hatchback,106000,1.25L,Manual,Petrol,1095,5,3,Radiator Leaking,0,20,8/20/18,1,61.9,2,0,0,8/20/18
Ford,Kuga,2018,4,Silver,2010,SUV,65323,2.0L,Automatic,Diesel,9999,5,5,Tyre Alignment,0,1,4/1/18,1,10.9999,0.5,0,0,4/1/18
Fiat,500,2018,7,Red,2013,Hatchback,42000,1.2L,Manual,Petrol,4995,4,3,Steering Wheel Shaking,0,2,7/2/18,1,117.5729931,1,1,0,7/2/18
Ford,C-Max,2018,8,White,2011,MPV,52155,1.6L,Manual,Diesel,5995,5,5,Gear Box Issue,0,17,8/17/18,1,99.95,2,0,0,8/17/18
Ford,Focus,2018,4,Gelb,2016,Hatchback,48286,1.5L,Manual,Diesel,9990,5,5,Alternator Failing,0,12,4/12/18,1,239.8,2,1,1,4/12/18
Ford,Ka+,2018,6,Black,2017,Hatchback,6319,1.2L,Manual,Petrol,8690,5,5,Engine Issue,3,4,6/4/18,1,1109,12,0,0,6/7/18
Ford,Ka,2018,7,Silver,2011,Hatchback,29000,1.2L,Manual,Petrol,3789,4,3,Alternator Failing,0,1,7/1/18,1,115.78,2,0,0,7/1/18
Fiat,500,2018,8,Grey,2016,Hatchback,10000,1.2L,Manual,Petrol,8250,4,3,Gear Box Issue,0,15,8/15/18,1,122.5,2,0,0,8/15/18
Ford,EcoSport,2021,5,White,2019,SUV,5318,1.0L,Manual,Petrol,14000,5,5,Starter Motor Issue,0,20,5/20/21,1,200,3,0,0,5/20/21
Ford,Ka,2018,4,Gelb,2014,Hatchback,22169,1.2L,Manual,Petrol,6500,4,3,Sensor Malfunction,0,1,4/1/18,1,385,3,1,1,4/1/18
Ford,Mondeo,2018,4,Gelb,2012,Hatchback,65600,2.2L,Manual,Diesel,7995,5,5,Gear Box Issue,0,26,4/26/18,1,119.95,2,1,1,4/26/18
Honda,Jazz,2018,4,Red,2009,Hatchback,31000,1.4L,Automatic,Petrol,4995,5,5,Windscreen Crack,0,13,4/13/18,1,22.997,1,0,0,4/13/18
Ford,Mustang,2018,5,White,2016,Convertible,3700,5.0L,Manual,Petrol,32000,4,3,Steering Wheel Shaking,0,24,5/24/18,1,52,1,0,0,5/24/18
Citroen,DS5,2018,2,Grey,2015,Hatchback,42867,1.6L,Automatic,Diesel,9990,5,5,Transmission Issue,1,17,2/17/18,2,189.97,8,0,0,2/19/18
Ford,B-Max,2018,3,Gelb,2014,MPV,32445,1.6L,Manual,Diesel,7750,5,5,Tyre Alignment,0,18,3/18/18,1,58.98469053,32.51149251,1,1,3/26/18
Ford,Kuga,2018,6,Silver,2009,SUV,50157,2.0L,Manual,Diesel,8495,5,5,Sensor Malfunction,0,15,6/15/18,1,484.75,3,0,0,6/15/18
Citroen,DS3,2018,8,Red,2010,Hatchback,69000,1.6L,Manual,Petrol,4690,5,3,Brake Pads Worn,0,9,8/9/18,2,82.345,4,0,0,8/10/18
Ford,Focus,2018,6,White,2016,Hatchback,13060,1.0L,Manual,Petrol,11499,5,5,Brake Pads Worn,0,11,6/11/18,1,45.7495,2,0,0,6/11/18
Ford,Focus,2018,8,Blue,2008,Estate,109000,1.6L,Manual,Diesel,1500,5,5,Transmission Issue,2,13,8/13/18,1,70.5,3,0,0,8/13/18
Fiat,500,2021,5,Red,2019,Hatchback,11000,1.2L,Manual,Petrol,8299,4,3,Radiator Leaking,0,27,5/27/21,1,205.98,2,0,0,5/27/21
Bentley,Bentayga,2018,6,Grey,2016,SUV,6000,6.0L,Automatic,Petrol,145000,5,5,Electrical Issue,4,20,6/20/18,3,555,6,0,0,6/21/18
Ford,Mondeo,2018,6,Black,2008,Estate,80000,2.0L,Manual,Diesel,2695,5,5,Windscreen Crack,0,10,6/10/18,1,74.07674792,1,1,0,6/10/18
Fiat,Punto,2018,6,Blue,2004,Hatchback,68000,1.2L,Manual,Petrol,1495,5,3,Steering Wheel Shaking,0,8,6/8/18,1,21.495,1,0,0,6/8/18
Ford,Focus,2018,7,Green,2006,Estate,69500,1.6L,Manual,Petrol,2500,5,5,Tyre Alignment,0,3,7/3/18,1,10.25,0.5,0,0,7/3/18
Ford,Ka,2018,5,Gelb,2006,Hatchback,71000,1.3L,Manual,Petrol,993,5,3,Alternator Failing,0,22,5/22/18,1,59.86,2,1,1,5/22/18
Honda,CR-V,2018,8,Gelb,2007,SUV,129000,2.2L,Manual,Diesel,3290,5,5,Brake Pads Worn,0,21,8/21/18,1,41.645,2,1,1,8/21/18
Honda,CR-V,2018,5,Grey,2011,SUV,62502,2.0L,Manual,Petrol,10685,5,5,Tyre Alignment,0,5,5/5/18,1,11.0685,0.5,0,0,5/5/18
Honda,Civic,2018,4,Grey,2009,Hatchback,58117,1.8L,Manual,Petrol,4500,5,5,Alternator Failing,0,8,4/8/18,1,130,2,0,0,4/8/18
Citroen,Grand C4 Picasso,2018,8,Beige,2008,MPV,72000,2.0L,Automatic,Diesel,2600,7,5,Radiator Leaking,0,7,8/7/18,2,132,4,0,0,8/8/18
Ford,Mondeo,2018,4,Grey,2008,Hatchback,73640,2.0L,Manual,Diesel,5295,5,5,Engine Issue,4,1,4/1/18,1,464.75,10,0,0,4/3/18
Ford,Fiesta,2018,3,Red,2017,Hatchback,10102,1.25L,Manual,Petrol,7580,5,3,Warning Light,0,26,3/26/18,1,255.8,9,0,0,3/28/18
Bentley,Continental,2018,1,Black,2014,Convertible,11306,4.0L,Automatic,Petrol,94500,4,2,Transmission Issue,2,7,1/7/18,3,841.5,9,0,0,1/9/18
Ford,Mondeo,2018,5,Black,2015,Estate,138910,2.0L,Manual,Diesel,7395,5,5,Starter Motor Issue,0,12,5/12/18,1,133.95,3,0,0,5/12/18
Ford,Mondeo,2018,7,Black,2008,Hatchback,100000,2.0L,Manual,Diesel,2495,5,5,Sensor Malfunction,0,28,7/28/18,1,860.1149706,3,1,0,7/28/18
Fiat,500,2018,8,Black,2014,Hatchback,17000,1.2L,Manual,Petrol,6250,4,3,Brake Pads Worn,0,2,8/2/18,1,43.125,2,0,0,8/2/18
Ferrari,California,2018,3,Black,2009,Convertible,12981,4.3L,Automatic,Petrol,86995,4,2,Excessive Emissions,0,14,3/14/18,3,138.2955,3,0,0,3/14/18
Citroen,C3,2021,5,Grey,2019,Hatchback,15500,1.2L,Manual,Petrol,9999,5,5,Radiator Leaking,0,9,5/9/21,2,279.98,4,0,0,5/10/21
DS,4 Crossback,2018,5,Black,2018,Hatchback,10,1.6L,Manual,Diesel,16998,5,5,Alternator Failing,0,9,5/9/18,2,419.96,4,0,0,5/10/18
Ford,Mondeo,2018,7,Silver,2007,Hatchback,105000,2.0L,Manual,Petrol,1396,5,5,Electrical Issue,3,8,7/8/18,1,95.14714186,1,1,0,7/8/18
Ford,Fiesta,2021,4,Black,2019,Hatchback,20739,1.0L,Manual,Petrol,11450,5,5,Radiator Leaking,0,28,4/28/21,1,269,2,0,0,4/28/21
DS,3,2017,7,Multicolour,2017,Hatchback,5435,1.2L,Manual,Petrol,11990,5,3,Flat Tyres,0,28,7/28/17,2,43.597,2,0,0,7/28/17
Ford,Focus,2018,7,Grey,2017,Hatchback,10508,1.0L,Automatic,Petrol,12898,5,5,Warning Light,0,20,7/20/18,1,308.98,9,0,0,7/22/18
Fiat,500X,2018,8,Yellow,2017,SUV,1879,1.4L,Automatic,Petrol,14995,5,5,Gear Box Issue,0,26,8/26/18,1,189.95,2,0,0,8/26/18
Ford,Kuga,2018,4,White,2015,SUV,34595,2.0L,Manual,Diesel,12110,5,5,Gear Box Issue,0,12,4/12/18,1,161.1,2,0,0,4/12/18
Ford,Grand C-Max,2018,3,Red,2014,MPV,9058,2.0L,Automatic,Diesel,9698,7,5,Radiator Leaking,0,2,3/2/18,1,233.96,2,0,0,3/2/18
Ford,Ka+,2018,4,Silver,2016,Hatchback,10893,1.2L,Manual,Petrol,7700,5,5,Engine Issue,2,22,4/22/18,1,1475,16,0,0,4/26/18
Ford,Fiesta,2018,8,Red,2003,Hatchback,85000,1.4L,Manual,Petrol,698,5,3,Transmission Issue,1,8,8/8/18,1,82.094,4,0,0,8/9/18
Fiat,500L,2018,7,Multicolour,2014,MPV,67149,1.6L,Manual,Diesel,6290,5,5,Electrical Issue,5,22,7/22/18,1,66.29,3,0,0,7/22/18
Ford,Kuga,2018,7,Silver,2011,SUV,62069,2.0L,Manual,Diesel,8990,5,5,Electrical Issue,2,1,7/1/18,1,27.98,0.5,0,0,7/1/18
Abarth,595,2018,4,White,2016,Hatchback,21735,1.4L,Manual,Petrol,8969,4,3,Transmission Issue,2,26,4/26/18,2,182.783,6,0,0,4/27/18
Ford,Mondeo,2018,5,Black,2010,Hatchback,135655,1.8L,Manual,Diesel,2290,5,5,Warning Light,0,3,5/3/18,1,202.9,9,0,0,5/5/18
Ford,Kuga,2018,2,Black,2017,SUV,16915,2.0L,Manual,Diesel,16350,5,5,Radiator Leaking,0,11,2/11/18,1,367,2,0,0,2/11/18
Ford,Mustang,2018,7,White,2018,Convertible,1500,5.0L,Automatic,Petrol,41990,4,3,Windscreen Crack,0,27,7/27/18,1,45.194,1,0,0,7/27/18
Ford,Ka,2018,7,Silver,2015,Hatchback,4000,1.2L,Manual,Petrol,6450,4,3,Gear Box Issue,0,23,7/23/18,1,104.5,2,0,0,7/23/18
